,business_id,attributes.RestaurantsDelivery,attributes.Open24Hours,attributes.CoatCheck,attributes.DogsAllowed,postal_code,attributes.Smoking,attributes.DietaryRestrictions,attributes.GoodForKids,stars,latitude,attributes.Alcohol,attributes.RestaurantsPriceRange2,attributes.RestaurantsTableService,attributes.RestaurantsCounterService,attributes.Corkage,attributes.RestaurantsGoodForGroups,categories,name,attributes.HappyHour,attributes.WheelchairAccessible,attributes.Caters,attributes.BYOBCorkage,attributes.BYOB,is_open,neighborhood,attributes.Ambience,longitude,attributes.BestNights,review_count,attributes.BusinessAcceptsCreditCards,attributes.DriveThru,attributes.HasTV,attributes.Music,hours,attributes.BusinessParking,attributes.WiFi,attributes.RestaurantsAttire,hours.Sunday,hours.Saturday,hours.Friday,attributes.RestaurantsReservations,attributes.RestaurantsTakeOut,attributes.BikeParking,attributes.OutdoorSeating,city,state
5120,PRUhSfe7ihf3nLcihudsuQ,False,,,,M1W 3Y1,,,True,3.0,43.8144172,none,1.0,True,,,True,"Restaurants, Chinese",D & R Wing's Restaurant,,,True,,,1,Scarborough,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.323702,,25,False,,False,,"{'Monday': '8:0-0:0', 'Tuesday': '8:0-0:0', 'Friday': '8:0-0:0', 'Wednesday': '8:0-0:0', 'Thursday': '8:0-0:0', 'Sunday': '8:0-0:0', 'Saturday': '8:0-0:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,8:0-0:0,8:0-0:0,8:0-0:0,False,True,True,False,Scarborough,ON
5124,MT-uG_MfMSJK5U7s_rL5Vw,True,,False,,M5T 2G8,no,,True,4.5,43.6575542,full_bar,1.0,True,,,True,"Arts & Entertainment, Food, Restaurants, Comfort Food, Music Venues, Food Trucks, Pubs, Hot Dogs, Nightlife, Bars",Let's Be Frank,False,False,True,,,0,Kensington Market,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.4000236,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",54,True,,True,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Friday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Sunday': '11:0-2:0', 'Saturday': '11:0-2:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,11:0-2:0,11:0-2:0,11:0-2:0,True,True,True,False,Toronto,ON
5127,qGf8uO6fgStaTTbIchVUDw,False,,,,M6K 3C3,,,False,3.5,43.6309217,full_bar,3.0,True,,,True,"Restaurants, American (New), Canadian (New), Seafood",Gossip Restaurant,,,,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.4227667,,8,True,,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,casual,,,,True,False,,True,Toronto,ON
5128,BmgfYQ3tpRKnT9H9WvjL_g,False,,,,M6P,,,True,3.5,43.6655969,none,2.0,True,,,False,"Breakfast & Brunch, Food, Coffee & Tea, Restaurants",Littlefish,,,,,,0,The Junction,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4724424,,66,True,,False,,"{'Sunday': '9:0-14:0', 'Friday': '9:0-14:0', 'Wednesday': '9:0-14:0', 'Thursday': '9:0-14:0', 'Saturday': '9:0-14:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,9:0-14:0,9:0-14:0,9:0-14:0,False,True,True,False,Toronto,ON
5134,Ro-_PAzq-Rdxl5JhM3WmoA,False,,,False,L6G 0E7,,,True,3.5,43.849681200000006,full_bar,2.0,True,,,True,"Sushi Bars, Tapas/Small Plates, Ramen, Restaurants, Japanese, Asian Fusion",Kiu Japanese Restaurant,,True,True,,,1,Unionville,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}",-79.3220427,,265,,,True,,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Friday': '17:0-23:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Sunday': '17:0-22:0', 'Saturday': '17:0-23:0'}","{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",free,casual,17:0-22:0,17:0-23:0,17:0-23:0,True,True,True,False,Markham,ON
5135,VtiHtLI2t0OjFjbrnR70lw,False,,,,L5B 2C9,,,True,2.5,43.592748,full_bar,2.0,True,,,True,"Food, Restaurants, Italian, Desserts, Pizza",Jamie's Italian Square One,,True,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.643027,,143,,,True,,"{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Friday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Sunday': '11:30-22:0', 'Saturday': '11:30-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,11:30-22:0,11:30-23:0,11:30-23:0,True,False,True,True,Mississauga,ON
5139,3gdjVkNeUa9piW9H708Aig,False,,,,M4G 3V3,,,True,4.5,43.7061704,full_bar,2.0,True,,,True,"Restaurants, British, Fish & Chips, Seafood",The Olde Yorke,,,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3618643,,205,True,,False,,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Friday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Saturday': '11:0-21:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,,11:0-21:0,11:0-21:0,False,True,True,True,East York,ON
5141,NBMCSTtayMJJisWSZ6WuwA,True,,,,M5J 2T3,,,,3.0,43.6472077,full_bar,3.0,True,,,True,"Italian, Restaurants",Obikà Mozzarella Bar,,,True,,,0,Downtown Core,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",-79.3793812,,24,True,,True,,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Friday': '7:0-0:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Saturday': '11:0-0:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,,11:0-0:0,7:0-0:0,True,True,,False,Toronto,ON
5144,sGyxho4L87V465XySbBrIw,True,,,,M6A 3A1,,,True,2.5,43.7265546,beer_and_wine,2.0,True,,,True,"Japanese, Ethnic Food, Restaurants, Specialty Food, Food",SU&SHI Noodle Bar - Yorkdale,,True,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",-79.45562170000002,,79,True,,True,,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Friday': '11:0-21:30', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Sunday': '11:0-19:0', 'Saturday': '11:0-21:30'}","{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,11:0-19:0,11:0-21:30,11:0-21:30,False,True,False,False,Toronto,ON
5145,xZI4oZTFO3S4DSUjjlxgFg,False,,,,M1L 2K1,,,True,2.5,43.7237816,,2.0,True,,,True,"Canadian (New), British, Restaurants, Italian, Seafood",Watts Restaurant,,,True,,,0,Scarborough,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.2991712,,9,True,,False,,"{'Monday': '8:0-23:0', 'Tuesday': '8:0-23:0', 'Friday': '8:0-23:0', 'Wednesday': '8:0-23:0', 'Thursday': '8:0-23:0', 'Sunday': '8:0-23:0', 'Saturday': '8:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,8:0-23:0,8:0-23:0,8:0-23:0,True,True,,False,Scarborough,ON
5147,x7N8ByUTNh2LzAYa2kmOAg,True,,,,L6S 6G3,,,True,3.5,43.7471365301,none,1.0,False,,,True,"Mediterranean, Restaurants, Middle Eastern",Osmow's,,True,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.7147164177,,60,True,,True,,"{'Monday': '10:30-21:30', 'Tuesday': '10:30-21:30', 'Friday': '10:30-22:0', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Saturday': '10:30-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",free,casual,,10:30-22:0,10:30-22:0,False,True,True,False,Brampton,ON
5149,kK584Af-ny3m--9SIsrFhQ,False,,False,False,M6H 1N7,no,,False,4.0,43.6583044,full_bar,2.0,True,,,True,"Bars, Diners, Food, Beer, Wine & Spirits, Canadian (New), Nightlife, Cocktail Bars, Breakfast & Brunch, Restaurants",The Whippoorwill Restaurant & Tavern,True,,True,,,0,Bloordale Village,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.44251870000002,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",67,True,,False,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Tuesday': '17:0-2:0', 'Friday': '17:0-2:0', 'Wednesday': '17:0-2:0', 'Thursday': '17:0-2:0', 'Sunday': '17:30-2:0', 'Saturday': '17:30-2:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,17:30-2:0,17:30-2:0,17:0-2:0,True,True,True,False,Toronto,ON
5151,yICYv7AJ7YL-CUd3rW-ggw,False,,,,L5L 3R8,,,,3.0,43.5205268809,,2.0,,,,,"Cafes, Food, Restaurants, Bakeries, Coffee & Tea",Artisano Bakery Café,,,,,,0,Erin Mills,,-79.684191254,,27,True,,,,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Friday': '7:0-22:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Sunday': '8:0-20:0', 'Saturday': '8:0-21:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,,8:0-20:0,8:0-21:30,7:0-22:0,,True,True,True,Mississauga,ON
5152,ukcwpK5MSuZgrCmQRz6Qmw,True,,,,M6G 1B4,,,,4.5,43.655289,,,,,,,"Japanese, Restaurants, Ramen",Ryukyu Shinmen Tondou Ramen,,,,,,1,Little Italy,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.414147,,14,,,,,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Sunday': '11:0-23:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,11:0-23:0,11:0-23:0,11:0-23:0,,True,,,Toronto,ON
5154,7gnYWanhD6O7qOF-NfPNhA,False,,,,M6J 1H1,,,True,4.0,43.6443885,full_bar,1.0,True,,,True,"Restaurants, Breakfast & Brunch, Diners",Frankie's,,,False,,,1,West Queen West,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4184468,,141,True,,True,,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Friday': '8:0-1:0', 'Wednesday': '7:0-23:0', 'Thursday': '8:0-0:30', 'Sunday': '8:0-18:0', 'Saturday': '8:0-1:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,8:0-18:0,8:0-1:0,8:0-1:0,True,True,True,False,Toronto,ON
5158,5a2WPziZW2HoW10H1ovbpQ,,,,,M4M 1H4,,,True,3.5,43.659535650900004,full_bar,2.0,True,,,True,"Italian, Comfort Food, Gastropubs, American (New), Breakfast & Brunch, Canadian (New), Restaurants",The Peasant Table,,,,,,1,Riverdale,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3473240556,,54,True,,False,,"{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Friday': '11:30-1:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-1:0', 'Sunday': '10:30-23:0', 'Saturday': '10:30-1:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,10:30-23:0,10:30-1:0,11:30-1:0,True,True,True,False,Toronto,ON
5160,z8H4Mdzl4jS9pYswj6Jf9w,False,,,,M5R 0A1,,,False,3.5,43.6721423,full_bar,3.0,True,,,True,"Breakfast & Brunch, Restaurants, Italian, Seafood",Buca Yorkville,,True,False,,,1,Yorkville,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': True, 'casual': False}",-79.3893921,,146,True,,False,,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Friday': '11:30-23:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-23:0', 'Sunday': '10:30-22:0', 'Saturday': '10:30-23:0'}","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,dressy,10:30-22:0,10:30-23:0,11:30-23:0,True,False,False,False,Toronto,ON
5165,yJ5rA9U6nmSEUV8_j_jYHw,False,,,,L3R 3P3,,,True,3.0,43.848618286800004,beer_and_wine,2.0,True,,,True,"Chinese, Asian Fusion, Venues & Event Spaces, Restaurants, Event Planning & Services, Dim Sum",Diamond Banquet Hall,,,True,,,0,Brown's Corners,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3502776479,,37,True,,True,,"{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Friday': '9:0-22:30', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Sunday': '9:0-22:0', 'Saturday': '9:0-22:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",free,casual,9:0-22:0,9:0-22:30,9:0-22:30,True,True,True,False,Markham,ON
5169,W5cvNjV_pDflpGgKLzZcuw,False,,,,L3R 2G9,,,False,3.5,43.867005999999996,full_bar,2.0,True,,,True,"Bistros, Restaurants, American (New), Canadian (New)",Blacksmith's Bistro,,,True,,,1,Unionville Mainstreet,"{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.31197809999998,,44,True,,True,,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Friday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Sunday': '12:0-21:0', 'Saturday': '12:0-21:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,12:0-21:0,12:0-21:0,12:0-21:0,True,False,True,True,Unionville,ON
5170,lfzM2EofuFXos2W_fjclow,False,,,False,L3R 2G9,,,True,4.0,43.8677121343,none,1.0,False,,,True,"Gelato, Cafes, Restaurants, Food",Caffe Gran Sasso,,False,True,,,1,Unionville Mainstreet,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': True, 'trendy': True, 'upscale': False, 'casual': True}",-79.3123968849,,18,,,False,,"{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Friday': '7:30-22:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-22:0', 'Sunday': '7:30-18:0', 'Saturday': '7:30-22:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,7:30-18:0,7:30-22:0,7:30-22:0,False,True,True,True,Unionville,ON
5171,XOkqRJBS6HwTVlrCACAZFw,False,,,False,M5V 1Z2,,,False,3.5,43.6503804,full_bar,2.0,True,,,True,"Thai, Restaurants, Asian Fusion",Queen Mother Cafe,,False,False,,,1,Queen Street West,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3891296,,254,True,,True,,"{'Monday': '11:30-0:0', 'Tuesday': '11:30-0:0', 'Friday': '11:30-1:0', 'Wednesday': '11:30-0:0', 'Thursday': '11:30-1:0', 'Sunday': '11:30-23:0', 'Saturday': '11:30-1:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,11:30-23:0,11:30-1:0,11:30-1:0,True,True,True,True,Toronto,ON
5176,cwr3rAT9uMVOU1CXGuOnCw,True,,,False,M5E 1M2,,,False,3.5,43.6478287,beer_and_wine,2.0,False,,,True,"Fast Food, Poutineries, Restaurants, Burgers",Great Burger Kitchen,,True,True,,,0,St. Lawrence,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.37340019999998,,35,False,False,True,,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Saturday': '11:0-22:0'}","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,,11:0-22:0,11:0-22:0,False,True,,False,Toronto,ON
5177,pkPNWdjzIcXWiMJ2krStIQ,True,,,False,M8Z 1T8,,,True,2.5,43.617465241400005,full_bar,2.0,True,,,True,"American (Traditional), Bars, Restaurants, Chicken Wings, Nightlife, Sports Bars",Wild Wing,,True,True,,,1,Etobicoke,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.5385245234,,18,True,,True,,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Friday': '11:0-0:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Sunday': '11:0-22:0', 'Saturday': '11:0-0:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,11:0-22:0,11:0-0:0,11:0-0:0,True,True,False,True,Toronto,ON
5185,QTxHD_-F4ljM-MxV_wTnUA,False,,,,L1S 2J1,,,True,3.5,43.8442934,none,2.0,False,,,True,"Restaurants, Mexican",Mucho Burrito,,,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.0189522,,16,True,,True,,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Friday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Sunday': '10:30-21:0', 'Saturday': '10:30-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,10:30-21:0,10:30-22:0,10:30-22:0,False,True,True,False,Ajax,ON
5186,41PqA2vE7iP_maj8Vm4m_g,False,,,,L4J 4P8,no,,True,2.0,43.8059989,full_bar,2.0,True,,,True,"Nightlife, Cocktail Bars, Canadian (New), Restaurants, American (New), Bars, Breakfast & Brunch",Pickle Barrel,False,,True,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4530725,,69,True,,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '9:0-21:30', 'Tuesday': '9:0-22:0', 'Friday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Sunday': '9:0-21:30', 'Saturday': '9:0-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,9:0-21:30,9:0-22:0,9:0-22:0,True,True,True,False,Thornhill,ON
5187,qeAiqiHROF-jZJDKX7v0Gg,False,,,,M6J 2Z9,,,False,3.5,43.64913610000001,full_bar,4.0,True,,,True,"Gastropubs, Vegetarian, Canadian (New), Restaurants",Yours Truly,,,False,,,0,Ossington Strip,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",-79.42069479999998,,103,True,,False,,"{'Monday': '17:30-23:30', 'Tuesday': '17:30-23:30', 'Friday': '17:30-0:0', 'Wednesday': '17:30-23:30', 'Thursday': '17:30-23:30', 'Sunday': '17:30-23:30', 'Saturday': '17:30-0:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,17:30-23:30,17:30-0:0,17:30-0:0,True,False,,False,Toronto,ON
5191,26yTLShEuo9VIbYSr08B4w,True,,,,L4W 4L9,,,True,3.5,43.634134,none,1.0,False,,,True,"Food, Sandwiches, Restaurants",Pita & Grill,,False,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.622945,,43,True,,True,,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '11:0-22:0', 'Saturday': '11:0-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,11:0-22:0,11:0-22:0,11:0-22:0,False,True,True,False,Mississauga,ON
5192,5GcHJvxiTrIt23gB0qMdjw,False,,,,M2H 1T1,,,True,3.0,43.7915662,none,1.0,True,,,True,"Chinese, Restaurants, Cafes, Hot Pot",Leslie Cafe,,,False,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3666354,,38,False,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,,,,False,True,False,False,Toronto,ON
5194,8kToK23uEo5su6VftV8ZOg,False,,False,False,M4P,outdoor,,True,3.0,43.7120094,full_bar,2.0,True,,,True,"Restaurants, Sports Bars, Chicken Wings, Burgers, Bars, Nightlife",The Right Wing Sport Pub,True,False,False,,,1,Yonge and Eglinton,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.39909140000002,"{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",43,True,False,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '11:30-2:0', 'Tuesday': '11:30-2:0', 'Friday': '11:30-2:0', 'Wednesday': '11:30-2:0', 'Thursday': '11:30-2:0', 'Sunday': '11:30-1:0', 'Saturday': '11:30-2:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,11:30-1:0,11:30-2:0,11:30-2:0,True,True,True,True,Toronto,ON
5195,iU7rCNlmoQvp-JZ5dOx96w,False,,,,L5N 6A3,,"{'dairy-free': False, 'gluten-free': False, 'vegan': False, 'kosher': False, 'halal': False, 'soy-free': False, 'vegetarian': True}",True,4.5,43.5957825,beer_and_wine,2.0,True,,,True,"Restaurants, Indian",Ancila's Indian Cuisine,,,True,,,1,,"{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.7567888,,67,True,,False,,"{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Friday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Saturday': '17:0-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,,17:0-22:0,17:0-21:0,True,True,True,False,Mississauga,ON
